!!SBtab TableName='Reaction' TableType='Reaction'						
!Reaction	!SumFormula	!Reaction:Identifiers:kegg.reaction	!IsReversible	!Gene		
PTS_RPTSsy	D_Glucose + Phosphoenolpyruvate <=> Pyruvate + D_Glucose_6_phosphate	RPTSsy	1	PTS		
catalytic rate constant geometric mean	214			TXT_R01067	R01067	1/s
catalytic rate constant geometric mean	160			FBP_R00762	R00762	1/s
catalytic rate constant geometric mean	152			CSN_R00351	R00351	1/s
catalytic rate constant geometric mean	165			ACN_R00351	R00351	1/s
catalytic rate constant geometric mean	162			ACN_R01900	R01900	1/s
catalytic rate constant geometric mean	162			ICD_R00709	R00709	1/s
catalytic rate constant geometric mean	350			KGD_R08549	R08549	1/s
catalytic rate constant geometric mean	147			SCS_R00405	R00405	1/s
catalytic rate constant geometric mean	199			SDH_R02164	R02164	1/s
catalytic rate constant geometric mean	290			FUM_R01082	R01082	1/s
catalytic rate constant geometric mean	200			MDH_R00342	R00342	1/s
Michaelis constant	0.33	_S__Malate	C00149	FUM_R01082	R01082	mM
Michaelis constant	2.67	_S__Malate	C00149	MDH_R00342	R00342	mM
Michaelis constant	0.0691	Acetyl_CoA	C00024	PDH_R00209	R00209	mM
Michaelis constant	0.0179	Acetyl_CoA	C00024	CSN_R00351	R00351	mM
Michaelis constant	0.251	Fumarate	C00122	SDH_R02164	R02164	mM
Michaelis constant	0.239	Fumarate	C00122	FUM_R01082	R01082	mM
Michaelis constant	0.0161	cis_Aconitate	C00417	ACN_R00351	R00351	mM
Michaelis constant	0.0283	cis_Aconitate	C00417	ACN_R01900	R01900	mM
Michaelis constant	0.0525	_6_Phospho_D_gluconate	C00345	GLH_R02035	R02035	mM
Michaelis constant	0.0251	_6_Phospho_D_gluconate	C00345	PGD_R01528	R01528	mM
Michaelis constant	17	Orthophosphate	C00009	GAP_R01061	R01061	mM
Michaelis constant	1.08	Orthophosphate	C00009	FBP_R00762	R00762	mM
Michaelis constant	1.17	Orthophosphate	C00009	SCS_R00405	R00405	mM
Michaelis constant	8.3	Pyruvate	C00022	PTS_RPTSsy	RPTSsy	mM
Michaelis constant	0.544	Pyruvate	C00022	PYK_R00200	R00200	mM
Michaelis constant	0.00952	Pyruvate	C00022	PDH_R00209	R00209	mM
Michaelis constant	0.00329	NADPplus	C00006	ZWF_R00835	R00835	mM
Michaelis constant	0.0238	NADPplus	C00006	PGD_R01528	R01528	mM
Michaelis constant	0.0175	NADPH	C00005	ZWF_R00835	R00835	mM
Michaelis constant	0.000762	NADPH	C00005	PGD_R01528	R01528	mM
Michaelis constant	0.0227	NADH	C00004	GAP_R01061	R01061	mM
Michaelis constant	5.18	NADH	C00004	PDH_R00209	R00209	mM
Michaelis constant	1.12	NADH	C00004	ICD_R00709	R00709	mM
Michaelis constant	4.15	NADH	C00004	KGD_R08549	R08549	mM
Michaelis constant	0.00564	NADH	C00004	MDH_R00342	R00342	mM
Michaelis constant	0.0936	NADplus	C00003	GAP_R01061	R01061	mM
Michaelis constant	0.0374	NADplus	C00003	PDH_R00209	R00209	mM
Michaelis constant	0.0749	NADplus	C00003	ICD_R00709	R00709	mM
Michaelis constant	0.00241	NADplus	C00003	KGD_R08549	R08549	mM
Michaelis constant	0.178	NADplus	C00003	MDH_R00342	R00342	mM
Michaelis constant	0.11	ATP	C00002	PFK_R04779	R04779	mM
Michaelis constant	0.499	ATP	C00002	PGK_R01512	R01512	mM
Michaelis constant	5.05	ATP	C00002	PYK_R00200	R00200	mM
Michaelis constant	0.0288	ATP	C00002	SCS_R00405	R00405	mM
Michaelis constant	17.6	H2O	C00001	PGH_R00658	R00658	mM
Michaelis constant	0.00115	H2O	C00001	GLH_R02035	R02035	mM
Michaelis constant	0.0093	H2O	C00001	FBP_R00762	R00762	mM
Michaelis constant	7.1e-05	H2O	C00001	CSN_R00351	R00351	mM
Michaelis constant	0.0161	H2O	C00001	ACN_R00351	R00351	mM
Michaelis constant	0.473	H2O	C00001	ACN_R01900	R01900	mM
Michaelis constant	1.06	H2O	C00001	FUM_R01082	R01082	mM
Michaelis constant	1.12	_2_Oxoglutarate	C00026	ICD_R00709	R00709	mM
Michaelis constant	3.2	_2_Oxoglutarate	C00026	KGD_R08549	R08549	mM
Michaelis constant	0.0282	Oxaloacetate	C00036	CSN_R00351	R00351	mM
Michaelis constant	0.0254	Oxaloacetate	C00036	MDH_R00342	R00342	mM
Michaelis constant	0.0179	Ubiquinone	C00399	SDH_R02164	R02164	mM
Michaelis constant	0.226	D_Erythrose_4_phosphate	C00279	TAL_R08575	R08575	mM
Michaelis constant	0.15	D_Erythrose_4_phosphate	C00279	TXT_R01067	R01067	mM
Michaelis constant	26.9	Ubiquinol	C00390	SDH_R02164	R02164	mM
Michaelis constant	0.901	ADP	C00008	PFK_R04779	R04779	mM
Michaelis constant	0.114	ADP	C00008	PGK_R01512	R01512	mM
Michaelis constant	0.00925	ADP	C00008	PYK_R00200	R00200	mM
Michaelis constant	0.211	ADP	C00008	SCS_R00405	R00405	mM
Michaelis constant	0.185	Isocitrate	C00311	ACN_R01900	R01900	mM
Michaelis constant	2.03	Isocitrate	C00311	ICD_R00709	R00709	mM
Michaelis constant	0.138	D_Ribulose_5_phosphate	C00199	PGD_R01528	R01528	mM
Michaelis constant	3.19	D_Ribulose_5_phosphate	C00199	RPI_R01056	R01056	mM
Michaelis constant	0.787	D_Ribulose_5_phosphate	C00199	RPE_R01529	R01529	mM
Michaelis constant	0.314	D_Xylulose_5_phosphate	C00231	RPE_R01529	R01529	mM
Michaelis constant	0.524	D_Xylulose_5_phosphate	C00231	TXT_R01641	R01641	mM
Michaelis constant	0.412	D_Xylulose_5_phosphate	C00231	TXT_R01067	R01067	mM
Michaelis constant	8.3	D_Glucose_6_phosphate	C00092	PTS_RPTSsy	RPTSsy	mM
Michaelis constant	0.165	D_Glucose_6_phosphate	C00092	PGI_R02740	R02740	mM
Michaelis constant	0.0742	D_Glucose_6_phosphate	C00092	ZWF_R00835	R00835	mM
Michaelis constant	0.411	_3_Phospho_D_glyceroyl_phosphate	C00236	GAP_R01061	R01061	mM
Michaelis constant	0.00186	_3_Phospho_D_glyceroyl_phosphate	C00236	PGK_R01512	R01512	mM
Michaelis constant	0.0034	CoA	C00010	PDH_R00209	R00209	mM
Michaelis constant	141	CoA	C00010	CSN_R00351	R00351	mM
Michaelis constant	0.00241	CoA	C00010	KGD_R08549	R08549	mM
Michaelis constant	0.028	CoA	C00010	SCS_R00405	R00405	mM
Michaelis constant	5.18	CO2	C00011	PDH_R00209	R00209	mM
Michaelis constant	34	CO2	C00011	PGD_R01528	R01528	mM
Michaelis constant	1.12	CO2	C00011	ICD_R00709	R00709	mM
Michaelis constant	4.15	CO2	C00011	KGD_R08549	R08549	mM
Michaelis constant	1.78	D_Ribose_5_phosphate	C00117	RPI_R01056	R01056	mM
Michaelis constant	0.536	D_Ribose_5_phosphate	C00117	TXT_R01641	R01641	mM
Michaelis constant	0.159	Glycerone_phosphate	C00111	ALD_R01070	R01070	mM
Michaelis constant	1.36	Glycerone_phosphate	C00111	TIM_R01015	R01015	mM
Michaelis constant	0.0012	D_Glucose	C00031	PTS_RPTSsy	RPTSsy	mM
Michaelis constant	1.4	D_Fructose_1_6_bisphosphate	C00354	PFK_R04779	R04779	mM
Michaelis constant	0.107	D_Fructose_1_6_bisphosphate	C00354	ALD_R01070	R01070	mM
Michaelis constant	0.0128	D_Fructose_1_6_bisphosphate	C00354	FBP_R00762	R00762	mM
Michaelis constant	0.129	D_Glyceraldehyde_3_phosphate	C00118	ALD_R01070	R01070	mM
Michaelis constant	0.0941	D_Glyceraldehyde_3_phosphate	C00118	TIM_R01015	R01015	mM
Michaelis constant	26.4	D_Glyceraldehyde_3_phosphate	C00118	GAP_R01061	R01061	mM
Michaelis constant	4.1	D_Glyceraldehyde_3_phosphate	C00118	TXT_R01641	R01641	mM
Michaelis constant	0.0606	D_Glyceraldehyde_3_phosphate	C00118	TAL_R08575	R08575	mM
Michaelis constant	4.95	D_Glyceraldehyde_3_phosphate	C00118	TXT_R01067	R01067	mM
Michaelis constant	0.0012	Phosphoenolpyruvate	C00074	PTS_RPTSsy	RPTSsy	mM
Michaelis constant	0.573	Phosphoenolpyruvate	C00074	PGH_R00658	R00658	mM
Michaelis constant	0.0111	Phosphoenolpyruvate	C00074	PYK_R00200	R00200	mM
Michaelis constant	0.00656	Citrate	C00158	CSN_R00351	R00351	mM
Michaelis constant	0.00121	Citrate	C00158	ACN_R00351	R00351	mM
Michaelis constant	0.0873	Succinyl_CoA	C00091	KGD_R08549	R08549	mM
Michaelis constant	0.0361	Succinyl_CoA	C00091	SCS_R00405	R00405	mM
Michaelis constant	0.709	_3_Phospho_D_glycerate	C00197	PGK_R01512	R01512	mM
Michaelis constant	0.919	_3_Phospho_D_glycerate	C00197	PGM_R01518	R01518	mM
Michaelis constant	0.394	D_Glucono_1_5_lactone_6_phosphate	C01236	ZWF_R00835	R00835	mM
Michaelis constant	0.0184	D_Glucono_1_5_lactone_6_phosphate	C01236	GLH_R02035	R02035	mM
Michaelis constant	0.0607	D_Fructose_6_phosphate	C00085	PGI_R02740	R02740	mM
Michaelis constant	0.00712	D_Fructose_6_phosphate	C00085	PFK_R04779	R04779	mM
Michaelis constant	0.662	D_Fructose_6_phosphate	C00085	TAL_R08575	R08575	mM
Michaelis constant	6.99	D_Fructose_6_phosphate	C00085	TXT_R01067	R01067	mM
Michaelis constant	1.08	D_Fructose_6_phosphate	C00085	FBP_R00762	R00762	mM
Michaelis constant	0.0282	_2_Phospho_D_glycerate	C00631	PGM_R01518	R01518	mM
Michaelis constant	0.248	_2_Phospho_D_glycerate	C00631	PGH_R00658	R00658	mM
Michaelis constant	1.68	Succinate	C00042	SCS_R00405	R00405	mM
Michaelis constant	0.1	Succinate	C00042	SDH_R02164	R02164	mM
Michaelis constant	3.37	Sedoheptulose_7_phosphate	C05382	TXT_R01641	R01641	mM
Michaelis constant	0.198	Sedoheptulose_7_phosphate	C05382	TAL_R08575	R08575	mM
substrate catalytic rate constant	350			PTS_RPTSsy	RPTSsy	1/s
substrate catalytic rate constant	350			PGI_R02740	R02740	1/s
substrate catalytic rate constant	350			PFK_R04779	R04779	1/s
substrate catalytic rate constant	350			ALD_R01070	R01070	1/s
substrate catalytic rate constant	2e+03			TIM_R01015	R01015	1/s
substrate catalytic rate constant	268			GAP_R01061	R01061	1/s
substrate catalytic rate constant	654			PGK_R01512	R01512	1/s
substrate catalytic rate constant	530			PGM_R01518	R01518	1/s
substrate catalytic rate constant	78			PGH_R00658	R00658	1/s
substrate catalytic rate constant	232			PYK_R00200	R00200	1/s
substrate catalytic rate constant	50			PDH_R00209	R00209	1/s
substrate catalytic rate constant	174			ZWF_R00835	R00835	1/s
substrate catalytic rate constant	1.9e+03			GLH_R02035	R02035	1/s
substrate catalytic rate constant	350			PGD_R01528	R01528	1/s
substrate catalytic rate constant	1.41e+03			RPI_R01056	R01056	1/s
substrate catalytic rate constant	1.3e+03			RPE_R01529	R01529	1/s
substrate catalytic rate constant	50			TXT_R01641	R01641	1/s
substrate catalytic rate constant	50			TAL_R08575	R08575	1/s
substrate catalytic rate constant	69			TXT_R01067	R01067	1/s
substrate catalytic rate constant	350			FBP_R00762	R00762	1/s
substrate catalytic rate constant	67.1			CSN_R00351	R00351	1/s
substrate catalytic rate constant	67.1			ACN_R00351	R00351	1/s
substrate catalytic rate constant	50			ACN_R01900	R01900	1/s
substrate catalytic rate constant	527			ICD_R00709	R00709	1/s
substrate catalytic rate constant	363			KGD_R08549	R08549	1/s
substrate catalytic rate constant	288			SCS_R00405	R00405	1/s
substrate catalytic rate constant	245			SDH_R02164	R02164	1/s
substrate catalytic rate constant	509			FUM_R01082	R01082	1/s
substrate catalytic rate constant	52.2			MDH_R00342	R00342	1/s
product catalytic rate constant	324			PTS_RPTSsy	RPTSsy	1/s
product catalytic rate constant	353			PGI_R02740	R02740	1/s
product catalytic rate constant	334			PFK_R04779	R04779	1/s
product catalytic rate constant	350			ALD_R01070	R01070	1/s
product catalytic rate constant	1.27e+03			TIM_R01015	R01015	1/s
product catalytic rate constant	161			GAP_R01061	R01061	1/s
product catalytic rate constant	604			PGK_R01512	R01512	1/s
product catalytic rate constant	85.5			PGM_R01518	R01518	1/s
product catalytic rate constant	616			PGH_R00658	R00658	1/s
product catalytic rate constant	296			PYK_R00200	R00200	1/s
product catalytic rate constant	50			PDH_R00209	R00209	1/s
product catalytic rate constant	385			ZWF_R00835	R00835	1/s
product catalytic rate constant	241			GLH_R02035	R02035	1/s
product catalytic rate constant	172			PGD_R01528	R01528	1/s
product catalytic rate constant	349			RPI_R01056	R01056	1/s
product catalytic rate constant	134			RPE_R01529	R01529	1/s
product catalytic rate constant	525			TXT_R01641	R01641	1/s
product catalytic rate constant	472			TAL_R08575	R08575	1/s
product catalytic rate constant	661			TXT_R01067	R01067	1/s
product catalytic rate constant	73.2			FBP_R00762	R00762	1/s
product catalytic rate constant	346			CSN_R00351	R00351	1/s
product catalytic rate constant	406			ACN_R00351	R00351	1/s
product catalytic rate constant	523			ACN_R01900	R01900	1/s
product catalytic rate constant	50			ICD_R00709	R00709	1/s
product catalytic rate constant	337			KGD_R08549	R08549	1/s
product catalytic rate constant	75.2			SCS_R00405	R00405	1/s
product catalytic rate constant	161			SDH_R02164	R02164	1/s
product catalytic rate constant	166			FUM_R01082	R01082	1/s
product catalytic rate constant	767			MDH_R00342	R00342	1/s
!!SBtab TableName='ConcentrationConstraint' TableType='Quantity' Unit='mM'						
!QuantityType	!Compound	!Compound:Identifiers:kegg.compound	!Concentration:Min	!Concentration:Max		
concentration	_S__Malate	C00149	0.001	10		
concentration	Acetyl_CoA	C00024	0.001	10		
concentration	Fumarate	C00122	0.001	10		
concentration	cis_Aconitate	C00417	0.001	10		
concentration	_6_Phospho_D_gluconate	C00345	0.001	10		
concentration	Orthophosphate	C00009	10	10		
concentration	Pyruvate	C00022	0.001	10		
concentration	NADPplus	C00006	0.1	0.1		
concentration	NADPH	C00005	1	1		
concentration	NADH	C00004	0.1	0.1		
concentration	NADplus	C00003	1	1		
concentration	ATP	C00002	5	5		
concentration	H2O	C00001	1	1		
concentration	_2_Oxoglutarate	C00026	0.001	10		
concentration	Oxaloacetate	C00036	0.001	10		
concentration	Ubiquinone	C00399	0.1	0.1		
concentration	D_Erythrose_4_phosphate	C00279	0.001	10		
concentration	Ubiquinol	C00390	0.1	0.1		
concentration	ADP	C00008	0.5	0.5		
concentration	Isocitrate	C00311	0.001	10		
concentration	D_Ribulose_5_phosphate	C00199	0.001	10		
concentration	D_Xylulose_5_phosphate	C00231	0.001	10		
concentration	D_Glucose_6_phosphate	C00092	0.001	10		
concentration	_3_Phospho_D_glyceroyl_phosphate	C00236	0.001	10		
concentration	CoA	C00010	1	1		
concentration	CO2	C00011	0.01	0.01		
concentration	D_Ribose_5_phosphate	C00117	0.001	10		
concentration	Glycerone_phosphate	C00111	0.001	10		
concentration	D_Glucose	C00031	0.001	10		
concentration	D_Fructose_1_6_bisphosphate	C00354	0.001	10		
concentration	D_Glyceraldehyde_3_phosphate	C00118	0.001	10		
concentration	Phosphoenolpyruvate	C00074	0.001	10		
concentration	Citrate	C00158	0.001	10		
concentration	Succinyl_CoA	C00091	0.001	10		
concentration	_3_Phospho_D_glycerate	C00197	0.001	10		
concentration	D_Glucono_1_5_lactone_6_phosphate	C01236	0.001	10		
concentration	D_Fructose_6_phosphate	C00085	0.001	10		
concentration	_2_Phospho_D_glycerate	C00631	0.001	10		
concentration	Succinate	C00042	0.001	10		
concentration	Sedoheptulose_7_phosphate	C05382	0.001	10		
!!SBtab TableName='Flux' TableType='Quantity' Unit='mM/s'						
!QuantityType	!Reaction	!Reaction:Identifiers:kegg.reaction	!Flux			
flux	PTS_RPTSsy	RPTSsy	0.609			
flux	PGI_R02740	R02740	0.504			
flux	PFK_R04779	R04779	0.504			
flux	ALD_R01070	R01070	0.504			
flux	TIM_R01015	R01015	0.504			
flux	GAP_R01061	R01061	1.04			
flux	PGK_R01512	R01512	1.04			
flux	PGM_R01518	R01518	1.04			
flux	PGH_R00658	R00658	1.04			
flux	PYK_R00200	R00200	0.819			
flux	PDH_R00209	R00209	0.679			
flux	ZWF_R00835	R00835	0.166			
flux	GLH_R02035	R02035	0.166			
flux	PGD_R01528	R01528	0.165			
flux	RPI_R01056	R01056	0.0455			
flux	RPE_R01529	R01529	0.0798			
flux	TXT_R01641	R01641	0.0798			
flux	TAL_R08575	R08575	0.0455			
flux	TXT_R01067	R01067	0.0343			
flux	FBP_R00762	R00762	0			
flux	CSN_R00351	R00351	0.098			
flux	ACN_R00351	R00351	0.098			
flux	ACN_R01900	R01900	0.098			
flux	ICD_R00709	R00709	0.084			
flux	KGD_R08549	R08549	0.0231			
flux	SCS_R00405	R00405	0.0231			
flux	SDH_R02164	R02164	0.077			
flux	FUM_R01082	R01082	0.077			
flux	MDH_R00342	R00342	0.091			
!!SBtab TableName='GibbsEnergyOfFormation' TableType='Quantity' Unit='kJ/mol' StandardConcentration='1mM'						
!QuantityType	!Compound	!Compound:Identifiers:kegg.compound	!G0			
standard Gibbs energy of formation	_S__Malate	C00149	-762			
standard Gibbs energy of formation	Acetyl_CoA	C00024	-792			
standard Gibbs energy of formation	Fumarate	C00122	-524			
standard Gibbs energy of formation	cis_Aconitate	C00417	-838			
standard Gibbs energy of formation	_6_Phospho_D_gluconate	C00345	-1.11e+03			
standard Gibbs energy of formation	Orthophosphate	C00009	-462			
standard Gibbs energy of formation	Pyruvate	C00022	-424			
standard Gibbs energy of formation	NADPplus	C00006	-865			
standard Gibbs energy of formation	NADPH	C00005	-823			
standard Gibbs energy of formation	NADH	C00004	-774			
standard Gibbs energy of formation	NADplus	C00003	-814			
standard Gibbs energy of formation	ATP	C00002	-1.04e+03			
standard Gibbs energy of formation	H2O	C00001	-234			
standard Gibbs energy of formation	_2_Oxoglutarate	C00026	-658			
standard Gibbs energy of formation	Oxaloacetate	C00036	-775			
standard Gibbs energy of formation	Ubiquinone	C00399	-896			
standard Gibbs energy of formation	D_Erythrose_4_phosphate	C00279	-593			
standard Gibbs energy of formation	Ubiquinol	C00390	-931			
standard Gibbs energy of formation	ADP	C00008	-855			
standard Gibbs energy of formation	Isocitrate	C00311	-1.07e+03			
standard Gibbs energy of formation	D_Ribulose_5_phosphate	C00199	-693			
standard Gibbs energy of formation	D_Xylulose_5_phosphate	C00231	-696			
standard Gibbs energy of formation	D_Glucose_6_phosphate	C00092	-805			
standard Gibbs energy of formation	_3_Phospho_D_glyceroyl_phosphate	C00236	-979			
standard Gibbs energy of formation	CoA	C00010	-759			
standard Gibbs energy of formation	CO2	C00011	-468			
standard Gibbs energy of formation	D_Ribose_5_phosphate	C00117	-695			
standard Gibbs energy of formation	Glycerone_phosphate	C00111	-502			
standard Gibbs energy of formation	D_Glucose	C00031	-604			
standard Gibbs energy of formation	D_Fructose_1_6_bisphosphate	C00354	-1e+03			
